iter	RMSE
470	3.92993711
471	3.929290875
472	3.927066539
473	3.92510885
474	3.922425514
475	3.919083235
476	3.917857977
477	3.915797826
478	3.910910712
479	3.907159195
480	3.904322326
481	3.901915299
482	3.900226067
483	3.899278723
484	3.895268854
485	3.893002093
486	3.889866403
487	3.888207936
488	3.885092523
489	3.882861971
490	3.881633544
491	3.880652591
492	3.87602274
493	3.875803377
494	3.87396822
495	3.870098241
496	3.867618544
497	3.86436591
498	3.860600776
499	3.860199458
500	3.855531215
501	3.853005663
502	3.85118017
503	3.848961808
504	3.848757047
505	3.844746743
506	3.841081299
507	3.837099009
508	3.834544543
509	3.831390192
510	3.827902012
511	3.82476814
512	3.822669734
513	3.820797651
514	3.819520441
515	3.815520922
516	3.81198566
517	3.81172977
518	3.810385623
519	3.807222076
520	3.807003239
521	3.804082314
522	3.801363036
523	3.798199835
524	3.794382971
525	3.790945759
526	3.788566345
527	3.785626557
528	3.784606353
529	3.780627634
530	3.78030028
531	3.778570879
532	3.777411704
533	3.774082405
534	3.770489035
535	3.767265982
536	3.764008373
537	3.761931113
538	3.760332908
539	3.759342326
540	3.756475515
541	3.754551046
542	3.752629127
543	3.75132418
544	3.74782622
545	3.743867867
546	3.741221044
547	3.738566339
548	3.735368354
549	3.732337953
550	3.729189021
551	3.727446666
552	3.725179135
553	3.724160899
554	3.721613478
555	3.719565672
556	3.719407706
557	3.71747783
558	3.714670995
559	3.713416459
560	3.710994312
561	3.709850394
562	3.707399775
563	3.7071842
564	3.703847869
565	3.70249226
566	3.701153826
567	3.696311186
568	3.694544736
569	3.692431091
570	3.690171294
571	3.687674618
572	3.683885085
573	3.682986511
574	3.680965699
575	3.67934464
576	3.677424548
577	3.675889842
578	3.672134381
579	3.669494676
580	3.669319247
581	3.666119713
582	3.66531506
583	3.662309611
584	3.659229994
585	3.656930236
586	3.655700286
587	3.654197096
588	3.651401644
589	3.648987936
590	3.646502908
591	3.643597425
592	3.640448583
593	3.63916746
594	3.636925765
595	3.635856383
596	3.633480563
597	3.632060765
598	3.629065316
599	3.62716522
600	3.624812073
601	3.622380847
602	3.61929383
603	3.616983897
604	3.61424671
605	3.612524952
606	3.611722655
607	3.610572892
608	3.607474567
609	3.60460101
610	3.602472385
611	3.600341729
612	3.599128264
613	3.59726861
614	3.595327385
615	3.592877358
616	3.589293892
617	3.587782741
618	3.586729191
619	3.583412505
620	3.581378102
621	3.577794296
622	3.575147351
623	3.574816948
624	3.574318567
625	3.573244119
626	3.570420071
627	3.56753614
628	3.564934555
629	3.563041461
630	3.562857399
631	3.559725104
632	3.558034236
633	3.556531094
634	3.553905381
635	3.550882698
636	3.549533533
637	3.546067063
638	3.545813917
639	3.542703453
640	3.541466595
641	3.5384408
642	3.535700182
643	3.534382316
644	3.533033204
645	3.532200959
646	3.530531989
647	3.528905068
648	3.52705861
649	3.525061422
650	3.52347539
651	3.52130977
652	3.520593352
653	3.515686904
654	3.513551774
655	3.511025331
656	3.508061914
657	3.50705433
658	3.504449924
659	3.503226457
660	3.500409365
661	3.49793434
662	3.496512244
663	3.495467495
664	3.494136582
665	3.493551331
666	3.493448045
667	3.489491372
668	3.487100099
669	3.48691339
670	3.483745759
671	3.479858912
672	3.479636763
673	3.477096428
674	3.476092189
675	3.474821589
676	3.47132883
677	3.469186139
678	3.467764643
679	3.465695554
680	3.46441867
681	3.463732
682	3.462846175
683	3.461245499
684	3.459608404
685	3.457970893
686	3.454979045
687	3.45384281
688	3.450168347
689	3.447702707
690	3.44693232
691	3.444900116
692	3.442114837
693	3.43937306
694	3.436543864
695	3.435895788
696	3.43291828
697	3.430736013
698	3.428365417
699	3.425857672
700	3.42323743
701	3.421521784
702	3.419716633
703	3.417448099
704	3.416209204
705	3.414876004
706	3.411889315
707	3.411058017
708	3.409846822
709	3.40799863
710	3.405754325
711	3.404547542
712	3.403535337
713	3.401430345
714	3.398694599
715	3.397501248
716	3.394863759
717	3.391847468
718	3.390401785
719	3.389190943
720	3.386212002
721	3.384131204
722	3.382005309
723	3.379071997
724	3.376851653
725	3.374285788
726	3.374129708
727	3.373090398
728	3.371144516
729	3.368524679
730	3.366741651
731	3.366348942
732	3.365500151
733	3.362000025
734	3.361685217
735	3.359522651
736	3.359056055
737	3.35768957
738	3.354341264
739	3.352812218
740	3.351009777
741	3.348879671
742	3.34772146
743	3.346847445
744	3.344837532
745	3.344289198
746	3.341691701
747	3.34092577
748	3.338664691
749	3.334492985
750	3.334292317
751	3.331774927
752	3.330345533
753	3.32825516
754	3.32738157
755	3.326196636
756	3.325849
757	3.32442601
758	3.321091508
759	3.319052522
760	3.318791114
761	3.315243396
762	3.314183556
763	3.313203587
764	3.311397773
765	3.309380806
766	3.309236472
767	3.308290691
768	3.307367019
769	3.305845856
770	3.303902801
771	3.302192997
772	3.301493275
773	3.298124967
774	3.297275333
775	3.294405187
776	3.29296036
777	3.291853966
778	3.29106058
779	3.289453727
780	3.288155743
781	3.286034206
782	3.285450692
783	3.284128493
784	3.282996101
785	3.281738377
786	3.278864965
787	3.276558901
788	3.276062604
789	3.274670535
790	3.272640429
791	3.270108884
792	3.269436015
793	3.268850552
794	3.26599722
795	3.264819539
796	3.263161374
797	3.260664631
798	3.257894825
799	3.255708306
800	3.254115188
801	3.253683693
802	3.250980618
803	3.250173286
804	3.247241998
805	3.244869053
806	3.243334983
807	3.240348487
808	3.238570101
809	3.234484077
810	3.232241079
811	3.230415067
812	3.228930904
813	3.228105584
814	3.226452459
815	3.225775462
816	3.22438325
817	3.222582491
818	3.218735496
819	3.217389614
820	3.216479214
821	3.216242116
822	3.216007037
823	3.214040067
824	3.212801004
825	3.210932253
826	3.209944661
827	3.208358314
828	3.206114286
829	3.205493467
830	3.205156827
831	3.204702486
832	3.202924623
833	3.200513241
834	3.197648998
835	3.196361586
836	3.193857413
837	3.190718136
838	3.190584188
839	3.189645831
840	3.186586873
841	3.184264741
842	3.182645749
843	3.180035999
844	3.178111022
845	3.176121189
846	3.174713883
847	3.172207697
848	3.170855457
849	3.168638325
850	3.167736588
851	3.16520376
852	3.16305737
853	3.162031268
854	3.159066379
855	3.1574414
856	3.156561995
857	3.152925033
858	3.152643088
859	3.151142052
860	3.149603585
861	3.147397116
862	3.147111782
863	3.146258358
864	3.143316537
865	3.141989127
866	3.140477483
867	3.139330076
868	3.137830134
869	3.135493673
870	3.134402113
871	3.13271298
872	3.132083605
873	3.130875886
874	3.128850439
875	3.126838201
876	3.126597224
877	3.126031478
878	3.125795785
879	3.124965566
880	3.121934708
881	3.121654274
882	3.119507678
883	3.117224034
884	3.116335992
885	3.114173929
886	3.111732337
887	3.11153965
888	3.109387868
889	3.106813717
890	3.103961517
891	3.101907106
892	3.099517393
893	3.097796241
894	3.097640232
895	3.095263546
896	3.093636359
897	3.091685119
898	3.09138626
899	3.090448078
900	3.088507259
901	3.087484378
902	3.085785664
903	3.08496226
904	3.083266659
905	3.08248687
906	3.081006048
907	3.0794994
908	3.078555332
909	3.077801785
910	3.074441432
911	3.073398139
912	3.072174721
913	3.070300198
914	3.069016494
915	3.068022327
916	3.066990248
917	3.066220586
918	3.063898462
919	3.062885874
920	3.060020115
921	3.057312705
922	3.056121974
923	3.054310729
924	3.053850688
925	3.053276712
926	3.051700349
927	3.050331111
928	3.048044299
929	3.046975771
930	3.046789022
931	3.044984158
932	3.042935054
933	3.042199531
934	3.03925471
935	3.038307621
936	3.037378486
937	3.035547522
938	3.033321776
939	3.030500622
940	3.030294947
941	3.029303096
942	3.027441238
943	3.02489922
944	3.021811229
945	3.019912742
946	3.018703657
947	3.016469056
948	3.015921553
949	3.013962051
950	3.012909516
951	3.012694167
952	3.011028743
953	3.010388335
954	3.008527075
955	3.007242585
956	3.006517935
957	3.006288538
958	3.005580053
959	3.004376358
960	3.004181428
961	3.001822704
962	2.999820808
963	2.998650716
964	2.996543585
965	2.994142028
966	2.992255043
967	2.990639983
968	2.989653253
969	2.987453617
970	2.985999623
971	2.982493992
972	2.980592279
973	2.979000042
974	2.977824115
975	2.976150328
976	2.975543455
977	2.973805865
978	2.973543399
979	2.972742659
980	2.972047553
981	2.971355396
982	2.971249382
983	2.96995956
984	2.969153756
985	2.966159955
986	2.965394397
987	2.964142322
988	2.961891626
989	2.961074621
990	2.959513004
991	2.959031547
992	2.956918121
993	2.953703518
994	2.953509761
995	2.952941336
996	2.952345572
997	2.950712448
998	2.948270442
999	2.948062935
